,genres
737,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']"
738,"['drama', 'family', 'sport']"
739,"['action', 'scifi', 'comedy', 'family', 'animation']"
740,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']"
741,"['comedy', 'animation', 'family', 'fantasy', 'action']"
742,"['thriller', 'action', 'crime', 'drama']"
743,"['reality', 'romance', 'documentation', 'comedy']"
744,"['romance', 'comedy']"
745,"['comedy', 'family', 'animation']"
746,"['crime', 'comedy', 'drama']"
747,"['drama', 'war', 'action', 'history']"
748,"['action', 'thriller', 'european']"
749,"['scifi', 'action', 'animation', 'comedy', 'crime']"
750,['horror']
751,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']"
752,"['drama', 'thriller', 'horror']"
753,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']"
754,['scifi']
755,"['animation', 'comedy', 'family']"
756,['comedy']
757,"['comedy', 'fantasy', 'romance']"
758,"['drama', 'fantasy', 'romance', 'animation']"
759,"['scifi', 'action', 'comedy', 'animation', 'fantasy']"
760,"['comedy', 'drama', 'european']"
761,['animation']
762,"['fantasy', 'thriller', 'horror', 'drama', 'romance']"
763,"['scifi', 'fantasy', 'horror', 'action', 'comedy']"
764,"['animation', 'comedy', 'sport']"
765,"['comedy', 'romance', 'documentation']"
766,"['fantasy', 'comedy', 'family', 'animation']"
767,"['comedy', 'horror']"
768,"['comedy', 'drama']"
769,"['comedy', 'drama', 'european']"
770,"['comedy', 'documentation']"
771,"['action', 'scifi', 'animation']"
772,"['action', 'animation', 'fantasy']"
773,"['animation', 'european']"
774,"['drama', 'animation', 'family', 'comedy', 'fantasy']"
775,['documentation']
776,['drama']
777,"['drama', 'romance']"
778,"['reality', 'documentation']"
779,"['animation', 'european']"
780,"['romance', 'comedy', 'drama', 'music']"
781,"['fantasy', 'drama', 'horror', 'animation', 'action']"
782,"['drama', 'action', 'crime', 'thriller']"
783,"['crime', 'drama', 'history', 'thriller']"
784,['comedy']
785,"['drama', 'documentation']"
786,"['comedy', 'music', 'scifi']"
787,"['romance', 'drama', 'comedy']"
788,"['comedy', 'documentation']"
789,"['comedy', 'family', 'romance', 'drama']"
790,['drama']
791,"['comedy', 'drama']"
792,['comedy']
793,['comedy']
794,"['comedy', 'family', 'scifi', 'animation']"
795,['documentation']
796,['comedy']
797,"['documentation', 'sport']"
798,"['drama', 'action', 'crime']"
799,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']"
800,"['comedy', 'music']"
801,['reality']
802,[]
803,"['drama', 'comedy', 'romance']"
804,"['drama', 'comedy']"
805,"['comedy', 'action', 'scifi', 'family', 'fantasy', 'animation']"
806,['drama']
807,"['drama', 'comedy', 'romance']"
808,"['family', 'fantasy', 'animation', 'comedy']"
809,['comedy']
810,['thriller']
811,"['comedy', 'action', 'crime', 'thriller']"
812,"['horror', 'thriller', 'animation', 'action', 'fantasy', 'comedy']"
813,['comedy']
814,"['animation', 'family', 'music']"
815,"['scifi', 'animation', 'action']"
816,"['comedy', 'romance']"
817,"['romance', 'comedy', 'drama', 'european']"
818,"['comedy', 'family', 'music']"
819,['family']
820,"['documentation', 'history']"
821,['reality']
822,"['action', 'thriller', 'crime', 'european']"
823,"['drama', 'family', 'sport']"
824,['comedy']
825,"['comedy', 'documentation']"
826,"['drama', 'comedy', 'family']"
827,"['drama', 'comedy']"
828,"['drama', 'comedy']"
829,"['thriller', 'crime', 'fantasy', 'drama']"
830,"['animation', 'family']"
831,['drama']
832,"['crime', 'action', 'comedy']"
833,"['comedy', 'action', 'crime']"
834,"['fantasy', 'drama', 'comedy']"
835,"['thriller', 'drama', 'action', 'crime']"
836,"['comedy', 'drama']"
837,['drama']
838,"['fantasy', 'animation', 'family']"
839,"['action', 'animation', 'family', 'comedy']"
840,"['family', 'drama']"
841,['documentation']
842,"['drama', 'romance', 'action', 'comedy']"
843,"['action', 'crime', 'thriller', 'drama']"
844,"['drama', 'sport', 'thriller', 'action', 'crime']"
845,['comedy']
846,['comedy']
847,"['thriller', 'drama', 'action', 'crime', 'european']"
848,"['comedy', 'documentation']"
849,"['thriller', 'action']"
850,"['animation', 'action', 'drama']"
851,"['drama', 'romance']"
852,['action']
853,"['thriller', 'crime', 'action']"
854,"['romance', 'drama', 'comedy']"
855,"['comedy', 'family']"
856,['comedy']
857,['comedy']
858,['comedy']
859,"['crime', 'drama', 'thriller']"
860,['comedy']
861,"['horror', 'drama', 'thriller']"
862,['comedy']
863,"['comedy', 'drama', 'european']"
864,"['thriller', 'crime', 'drama']"
865,"['thriller', 'comedy', 'drama']"
866,['drama']
867,['comedy']
868,['drama']
869,"['thriller', 'action']"
870,"['comedy', 'drama']"
871,"['drama', 'comedy', 'romance']"
872,"['action', 'thriller', 'drama']"
873,"['thriller', 'drama']"
874,"['thriller', 'action', 'comedy', 'crime']"
875,"['drama', 'crime']"
876,"['animation', 'action', 'fantasy']"
877,"['thriller', 'action', 'crime']"
878,['drama']
879,"['romance', 'drama']"
880,"['drama', 'comedy']"
881,[]
882,"['comedy', 'family', 'sport', 'drama']"
883,"['scifi', 'fantasy', 'action', 'family']"
884,"['drama', 'comedy', 'romance']"
885,['animation']
886,['drama']
887,"['action', 'thriller']"
888,"['comedy', 'romance']"
889,"['drama', 'thriller', 'action', 'crime']"
890,['drama']
891,"['drama', 'comedy']"
892,"['drama', 'comedy']"
893,['drama']
894,['animation']
895,"['drama', 'comedy']"
896,"['comedy', 'animation']"
897,['animation']
898,['animation']
899,['comedy']
900,"['comedy', 'drama', 'romance']"
901,['drama']
902,['drama']
903,"['thriller', 'action']"
904,"['drama', 'romance', 'war', 'european']"
905,"['comedy', 'romance']"
906,['animation']
907,['animation']
908,"['drama', 'thriller', 'romance']"
909,"['drama', 'comedy', 'romance']"
910,['comedy']
911,"['comedy', 'drama', 'crime']"
912,"['fantasy', 'drama']"
913,"['drama', 'romance', 'history']"
914,['drama']
915,"['scifi', 'drama', 'fantasy', 'romance']"
916,"['drama', 'crime', 'european']"
917,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']"
918,"['drama', 'crime', 'thriller']"
919,"['reality', 'european']"
920,"['comedy', 'animation', 'family', 'fantasy', 'european']"
921,"['scifi', 'drama', 'action']"
922,"['crime', 'thriller', 'drama']"
923,"['scifi', 'action', 'crime', 'drama', 'thriller']"
924,['reality']
925,"['drama', 'romance', 'scifi']"
926,"['drama', 'sport']"
927,"['thriller', 'drama', 'war']"
928,"['crime', 'thriller', 'drama', 'horror', 'european']"
929,"['drama', 'action', 'scifi']"
930,"['drama', 'documentation', 'crime', 'romance']"
931,"['drama', 'thriller', 'crime']"
932,"['thriller', 'action', 'drama']"
933,"['drama', 'action', 'sport', 'european']"
934,"['drama', 'fantasy']"
935,"['fantasy', 'comedy', 'family', 'animation', 'action']"
936,"['comedy', 'music', 'romance', 'drama']"
937,"['thriller', 'horror']"
938,"['thriller', 'horror']"
939,"['drama', 'comedy', 'animation']"
940,['drama']
941,"['scifi', 'action', 'comedy', 'family']"
942,"['drama', 'thriller', 'action', 'crime']"
943,"['thriller', 'action', 'drama']"
944,"['drama', 'scifi', 'romance', 'thriller']"
945,"['drama', 'comedy', 'crime']"
946,"['scifi', 'drama', 'fantasy', 'horror']"
947,"['drama', 'comedy']"
948,"['horror', 'thriller']"
949,"['comedy', 'drama']"
950,"['action', 'drama', 'history', 'documentation']"
951,"['drama', 'crime', 'thriller']"
952,"['war', 'thriller', 'drama']"
953,"['horror', 'thriller']"
954,"['thriller', 'horror', 'scifi', 'documentation']"
955,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']"
956,"['thriller', 'drama', 'crime']"
957,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']"
958,"['scifi', 'crime', 'fantasy', 'horror', 'action']"
959,"['drama', 'crime', 'thriller', 'action', 'european']"
960,"['drama', 'comedy', 'european']"
961,"['fantasy', 'family', 'comedy']"
962,"['drama', 'european']"
963,"['action', 'scifi', 'family', 'comedy', 'drama']"
964,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']"
965,"['comedy', 'horror']"
966,"['action', 'scifi', 'comedy', 'fantasy', 'animation']"
967,"['family', 'fantasy', 'animation']"
968,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']"
969,"['comedy', 'family', 'fantasy', 'scifi', 'drama', 'animation']"
970,"['comedy', 'european']"
971,['drama']
972,['reality']
973,"['comedy', 'animation', 'family', 'scifi']"
974,"['thriller', 'action', 'european']"
975,"['horror', 'thriller']"
976,['comedy']
977,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']"
978,"['drama', 'romance', 'family']"
979,"['action', 'family', 'animation', 'history', 'scifi', 'romance', 'comedy', 'fantasy']"
980,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']"
981,"['horror', 'thriller', 'scifi', 'action', 'fantasy']"
982,"['fantasy', 'action']"
983,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']"
984,['comedy']
985,"['drama', 'thriller', 'western', 'action', 'crime']"
986,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']"
987,"['drama', 'european', 'war', 'romance']"
988,"['war', 'action', 'drama', 'history']"
989,['animation']
990,"['comedy', 'crime']"
991,"['drama', 'music']"
992,"['comedy', 'animation', 'family', 'european']"
993,"['crime', 'action', 'thriller']"
994,"['animation', 'fantasy', 'scifi', 'comedy', 'family']"
995,"['comedy', 'crime', 'family', 'animation']"
996,"['comedy', 'drama']"
997,"['crime', 'drama', 'action', 'thriller']"
998,"['comedy', 'drama', 'romance']"
999,['reality']
1000,"['drama', 'crime', 'european']"
1001,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']"
1002,"['documentation', 'sport']"
1003,"['thriller', 'european', 'drama', 'scifi', 'crime']"
1004,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']"
1005,"['comedy', 'drama', 'sport', 'animation']"
1006,"['drama', 'family', 'comedy']"
1007,"['comedy', 'music', 'documentation']"
1008,"['fantasy', 'animation', 'comedy', 'family']"
1009,['music']
1010,['comedy']
1011,['comedy']
1012,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'scifi']"
1013,"['drama', 'comedy', 'romance']"
1014,"['drama', 'romance']"
1015,['documentation']
1016,"['drama', 'comedy', 'romance']"
1017,"['horror', 'thriller', 'drama']"
1018,"['comedy', 'drama', 'romance']"
1019,"['drama', 'documentation', 'comedy', 'romance']"
1020,"['documentation', 'european', 'drama', 'family']"
1021,"['comedy', 'family']"
1022,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']"
1023,"['comedy', 'documentation']"
1024,"['comedy', 'family', 'fantasy']"
1025,"['comedy', 'horror', 'fantasy']"
1026,"['action', 'drama', 'romance', 'crime']"
1027,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']"
1028,['documentation']
1029,"['drama', 'romance']"
1030,"['comedy', 'family', 'scifi', 'animation']"
1031,"['drama', 'history', 'documentation']"
1032,"['documentation', 'sport']"
1033,"['comedy', 'drama', 'romance', 'fantasy', 'scifi']"
1034,"['romance', 'drama', 'documentation', 'sport', 'animation', 'family']"
1035,"['fantasy', 'comedy', 'family']"
1036,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']"
1037,['comedy']
1038,['drama']
1039,"['scifi', 'animation', 'action']"
1040,"['comedy', 'documentation', 'drama', 'european']"
1041,"['war', 'documentation']"
1042,"['comedy', 'documentation']"
1043,"['drama', 'comedy', 'documentation', 'european']"
1044,"['romance', 'comedy', 'drama', 'action']"
1045,['animation']
1046,"['crime', 'drama', 'romance']"
1047,"['comedy', 'documentation']"
1048,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']"
1049,"['crime', 'action']"
1050,"['comedy', 'family', 'scifi', 'animation', 'action']"
1051,['reality']
1052,"['scifi', 'animation', 'drama', 'fantasy', 'romance']"
1053,"['thriller', 'action']"
1054,"['thriller', 'war', 'crime', 'drama', 'romance']"
1055,"['documentation', 'family']"
1056,"['comedy', 'family', 'music', 'animation']"
1057,['horror']
1058,"['drama', 'action', 'crime', 'thriller']"
1059,"['comedy', 'drama', 'romance']"
1060,['fantasy']
1061,"['comedy', 'family', 'animation']"
1062,"['action', 'drama', 'romance']"
1063,"['fantasy', 'animation', 'comedy', 'family']"
1064,"['crime', 'drama', 'thriller', 'action', 'comedy']"
1065,"['drama', 'crime']"
1066,"['drama', 'thriller']"
1067,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']"
1068,"['comedy', 'romance']"
1069,"['comedy', 'documentation']"
1070,['animation']
1071,"['drama', 'comedy', 'fantasy', 'music']"
1072,"['drama', 'crime', 'romance']"
1073,"['drama', 'comedy']"
1074,"['scifi', 'animation', 'action']"
1075,"['animation', 'family']"
1076,"['action', 'animation']"
1077,"['action', 'comedy', 'family', 'fantasy', 'animation']"
1078,"['comedy', 'documentation', 'reality']"
1079,"['drama', 'comedy']"
1080,"['comedy', 'documentation']"
1081,"['documentation', 'drama']"
1082,['documentation']
1083,['documentation']
1084,"['drama', 'music']"
1085,"['documentation', 'european']"
1086,['documentation']
1087,"['documentation', 'family', 'history']"
1088,['drama']
1089,"['drama', 'sport']"
1090,['documentation']
1091,"['documentation', 'family']"
1092,['horror']
1093,"['romance', 'comedy', 'drama']"
1094,"['drama', 'romance', 'thriller', 'comedy']"
1095,"['comedy', 'romance']"
1096,"['horror', 'thriller']"
1097,"['drama', 'comedy']"
1098,"['thriller', 'european']"
1099,"['history', 'documentation']"
1100,"['action', 'comedy', 'crime', 'drama']"
1101,['drama']
1102,['documentation']
1103,['romance']
1104,"['drama', 'sport', 'action']"
1105,['drama']
1106,"['drama', 'comedy']"
1107,"['thriller', 'crime', 'drama']"
1108,"['crime', 'drama', 'romance', 'action']"
1109,['comedy']
1110,['comedy']
1111,['horror']
1112,"['comedy', 'drama']"
1113,['drama']
1114,"['drama', 'crime', 'thriller', 'family']"
1115,"['animation', 'family', 'action']"
1116,"['reality', 'european']"
1117,"['drama', 'comedy', 'romance']"
1118,"['documentation', 'drama', 'history']"
1119,"['drama', 'history', 'romance']"
1120,['comedy']
1121,['drama']
1122,"['comedy', 'romance']"
1123,"['thriller', 'crime', 'comedy']"
1124,[]
1125,"['comedy', 'documentation']"
1126,['comedy']
1127,"['drama', 'thriller', 'action']"
1128,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']"
1129,"['documentation', 'european']"
1130,"['romance', 'comedy']"
1131,"['documentation', 'action']"
1132,"['music', 'documentation']"
1133,"['drama', 'romance', 'thriller']"
1134,"['animation', 'european']"
1135,"['drama', 'comedy', 'romance']"
1136,['comedy']
1137,"['drama', 'thriller', 'european']"
1138,"['comedy', 'documentation']"
1139,['comedy']
1140,"['drama', 'european']"
1141,"['thriller', 'crime', 'action']"
1142,"['thriller', 'action', 'drama']"
1143,"['comedy', 'family', 'romance']"
1144,"['crime', 'comedy', 'drama']"
1145,"['drama', 'thriller', 'action', 'crime']"
1146,"['comedy', 'drama', 'thriller', 'crime']"
1147,"['comedy', 'drama']"
1148,"['documentation', 'music']"
1149,"['documentation', 'war']"
1150,"['drama', 'comedy', 'family']"
1151,['drama']
1152,['thriller']
1153,['drama']
1154,"['drama', 'documentation']"
1155,"['romance', 'comedy']"
1156,['horror']
1157,['drama']
1158,[]
1159,['comedy']
1160,"['romance', 'comedy']"
1161,"['romance', 'comedy', 'drama']"
1162,['comedy']
1163,['comedy']
1164,"['comedy', 'drama', 'romance']"
1165,"['crime', 'comedy', 'action']"
1166,"['thriller', 'crime']"
1167,"['animation', 'fantasy']"
1168,"['thriller', 'crime', 'action']"
1169,"['thriller', 'action', 'crime']"
1170,"['drama', 'comedy', 'action']"
1171,"['drama', 'family', 'thriller', 'crime']"
1172,"['drama', 'comedy']"
1173,"['drama', 'comedy', 'family', 'documentation']"
1174,"['romance', 'comedy', 'drama']"
1175,['fantasy']
1176,"['romance', 'comedy', 'drama', 'documentation', 'european']"
1177,"['comedy', 'drama', 'romance']"
1178,['comedy']
1179,['comedy']
1180,['documentation']
1181,"['drama', 'action', 'romance']"
1182,"['comedy', 'romance']"
1183,['comedy']
1184,"['drama', 'european']"
1185,"['drama', 'comedy', 'thriller']"
1186,"['comedy', 'horror']"
1187,['thriller']
1188,"['comedy', 'romance']"
1189,"['comedy', 'action', 'family']"
1190,"['drama', 'thriller']"
1191,"['romance', 'comedy', 'drama']"
1192,"['romance', 'comedy', 'drama']"
1193,['drama']
1194,"['romance', 'comedy', 'drama']"
1195,"['thriller', 'comedy', 'drama', 'romance']"
1196,[]
1197,"['comedy', 'drama']"
1198,['comedy']
1199,"['documentation', 'war']"
1200,['drama']
1201,['thriller']
1202,['animation']
1203,['comedy']
1204,"['comedy', 'romance']"
1205,['comedy']
1206,"['drama', 'action', 'comedy', 'fantasy', 'romance']"
1207,['drama']
1208,['animation']
1209,"['drama', 'action']"
1210,"['fantasy', 'animation']"
1211,['animation']
1212,"['action', 'thriller']"
1213,['comedy']
1214,"['romance', 'comedy']"
1215,['animation']
1216,['animation']
1217,"['comedy', 'drama', 'crime']"
1218,"['action', 'war', 'drama', 'history', 'european']"
1219,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']"
1220,['comedy']
1221,"['reality', 'documentation']"
1222,"['comedy', 'drama']"
1223,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']"
1224,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']"
1225,"['action', 'fantasy', 'scifi', 'animation', 'comedy']"
1226,['drama']
1227,"['drama', 'thriller', 'action', 'crime']"
1228,"['drama', 'history', 'european']"
1229,"['comedy', 'drama', 'european']"
1230,"['comedy', 'drama', 'action']"
1231,"['western', 'thriller', 'action', 'crime', 'drama']"
1232,['comedy']
1233,['comedy']
1234,"['horror', 'thriller']"
