,genres
2622,['comedy']
2623,"['drama', 'romance']"
2624,['comedy']
2625,['drama']
2626,"['romance', 'drama']"
2627,['comedy']
2628,['documentation']
2629,"['romance', 'drama', 'sport']"
2630,['drama']
2631,"['documentation', 'animation', 'european']"
2632,['thriller']
2633,"['documentation', 'music']"
2634,['comedy']
2635,['drama']
2636,"['war', 'history', 'drama', 'romance', 'action']"
2637,"['romance', 'drama']"
2638,['documentation']
2639,"['comedy', 'family']"
2640,"['comedy', 'european']"
2641,['comedy']
2642,"['drama', 'family', 'documentation', 'sport']"
2643,['family']
2644,"['romance', 'comedy', 'drama']"
2645,"['animation', 'drama', 'sport']"
2646,"['war', 'drama', 'thriller']"
2647,['drama']
2648,"['thriller', 'drama', 'family']"
2649,"['romance', 'drama', 'comedy']"
2650,"['fantasy', 'horror', 'animation', 'comedy', 'family', 'european']"
2651,"['documentation', 'crime', 'thriller']"
2652,"['thriller', 'action', 'crime']"
2653,['documentation']
2654,"['reality', 'comedy']"
2655,"['thriller', 'crime', 'european']"
2656,['comedy']
2657,"['documentation', 'drama', 'family', 'european']"
2658,['documentation']
2659,"['comedy', 'european']"
2660,"['thriller', 'drama', 'music', 'european']"
2661,['family']
2662,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']"
2663,"['documentation', 'music']"
2664,['documentation']
2665,['comedy']
2666,['comedy']
2667,['documentation']
2668,"['documentation', 'reality']"
2669,"['reality', 'music']"
2670,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']"
2671,"['crime', 'drama', 'thriller']"
2672,"['drama', 'comedy']"
2673,"['drama', 'history', 'thriller', 'action', 'crime', 'european']"
2674,"['comedy', 'drama', 'music', 'romance']"
2675,['comedy']
2676,"['comedy', 'european']"
2677,['comedy']
2678,['documentation']
2679,"['drama', 'comedy', 'crime']"
2680,"['romance', 'action', 'comedy']"
2681,['comedy']
2682,['romance']
2683,"['drama', 'history', 'action']"
2684,"['scifi', 'family']"
2685,"['drama', 'music']"
2686,"['drama', 'family', 'action', 'thriller']"
2687,['comedy']
2688,"['comedy', 'drama']"
2689,"['comedy', 'documentation']"
2690,['drama']
2691,"['documentation', 'crime', 'history', 'music']"
2692,"['family', 'animation']"
2693,"['documentation', 'music']"
2694,['comedy']
2695,['comedy']
2696,"['comedy', 'family']"
2697,['animation']
2698,"['drama', 'crime', 'thriller']"
2699,"['thriller', 'crime', 'drama', 'action', 'european']"
2700,"['comedy', 'documentation']"
2701,['comedy']
2702,['comedy']
2703,"['crime', 'thriller', 'action', 'european']"
2704,['documentation']
2705,"['drama', 'romance', 'comedy']"
2706,"['drama', 'european']"
2707,"['drama', 'family', 'scifi']"
2708,['drama']
2709,"['drama', 'european']"
2710,['documentation']
2711,"['animation', 'comedy', 'fantasy']"
2712,['comedy']
2713,"['action', 'drama', 'comedy', 'thriller']"
2714,['documentation']
2715,"['reality', 'comedy', 'horror']"
2716,"['drama', 'comedy']"
2717,"['thriller', 'drama', 'european']"
2718,"['documentation', 'european']"
2719,['action']
2720,['drama']
2721,"['romance', 'drama', 'action']"
2722,"['drama', 'comedy', 'romance', 'european']"
2723,"['music', 'documentation']"
2724,['drama']
2725,"['drama', 'thriller', 'action']"
2726,['comedy']
2727,"['comedy', 'family']"
2728,"['drama', 'european']"
2729,"['thriller', 'horror']"
2730,"['action', 'comedy']"
2731,"['horror', 'comedy']"
2732,['drama']
2733,['comedy']
2734,['documentation']
2735,['drama']
2736,"['romance', 'thriller', 'action', 'drama', 'european']"
2737,['documentation']
2738,['documentation']
2739,"['drama', 'comedy', 'european']"
2740,"['western', 'fantasy', 'music']"
2741,"['comedy', 'fantasy', 'animation', 'family']"
2742,['drama']
2743,['documentation']
2744,['documentation']
2745,"['drama', 'comedy', 'romance']"
2746,"['comedy', 'documentation']"
2747,"['drama', 'comedy', 'animation']"
2748,['documentation']
2749,"['romance', 'drama']"
2750,"['drama', 'history', 'european']"
2751,"['horror', 'thriller']"
2752,"['thriller', 'drama', 'european']"
2753,['documentation']
2754,['drama']
2755,['documentation']
2756,"['animation', 'comedy']"
2757,"['drama', 'thriller']"
2758,['comedy']
2759,"['comedy', 'music', 'romance']"
2760,['family']
2761,"['documentation', 'history']"
2762,"['drama', 'european']"
2763,['reality']
2764,"['documentation', 'sport']"
2765,"['romance', 'comedy']"
2766,"['drama', 'crime']"
2767,"['horror', 'comedy', 'european']"
2768,"['drama', 'comedy', 'fantasy', 'romance']"
2769,['comedy']
2770,"['action', 'comedy', 'scifi', 'animation']"
2771,"['thriller', 'scifi']"
2772,['reality']
2773,"['family', 'animation', 'action', 'comedy']"
2774,['comedy']
2775,"['comedy', 'european']"
2776,[]
2777,"['comedy', 'romance']"
2778,"['animation', 'comedy']"
2779,['drama']
2780,['drama']
2781,"['animation', 'comedy']"
2782,"['action', 'thriller']"
2783,"['romance', 'comedy']"
2784,['documentation']
2785,['documentation']
2786,"['action', 'crime']"
2787,"['romance', 'drama']"
2788,['comedy']
2789,['drama']
2790,"['drama', 'comedy']"
2791,['reality']
2792,"['drama', 'thriller', 'crime', 'european']"
2793,"['comedy', 'drama', 'family', 'sport']"
2794,"['comedy', 'horror', 'family']"
2795,"['drama', 'thriller', 'history']"
2796,"['comedy', 'drama']"
2797,['documentation']
2798,['reality']
2799,"['romance', 'comedy', 'drama', 'fantasy']"
2800,"['crime', 'drama', 'scifi']"
2801,['documentation']
2802,['action']
2803,['reality']
2804,['documentation']
2805,"['comedy', 'drama', 'family']"
2806,['drama']
2807,['documentation']
2808,"['drama', 'comedy']"
2809,['documentation']
2810,"['romance', 'drama']"
2811,"['drama', 'crime', 'comedy']"
2812,"['thriller', 'horror']"
2813,['comedy']
2814,['drama']
2815,"['drama', 'horror', 'thriller', 'animation', 'european']"
2816,"['crime', 'thriller', 'drama', 'romance']"
2817,"['drama', 'romance']"
2818,['documentation']
2819,"['comedy', 'drama', 'family']"
2820,['comedy']
2821,"['thriller', 'european']"
2822,"['scifi', 'animation', 'fantasy']"
2823,['documentation']
2824,['thriller']
2825,"['thriller', 'action', 'crime']"
2826,"['drama', 'horror', 'thriller', 'european']"
2827,"['fantasy', 'drama']"
2828,"['drama', 'comedy']"
2829,['drama']
2830,['comedy']
2831,"['romance', 'drama']"
2832,"['comedy', 'drama']"
2833,['comedy']
2834,"['comedy', 'documentation']"
2835,"['comedy', 'romance']"
2836,"['crime', 'action']"
2837,['documentation']
2838,"['drama', 'family', 'history', 'european']"
2839,"['documentation', 'sport', 'war']"
2840,['animation']
2841,['documentation']
2842,['comedy']
2843,"['documentation', 'comedy', 'romance']"
2844,['comedy']
2845,"['drama', 'european']"
2846,['documentation']
2847,"['horror', 'thriller', 'comedy']"
2848,['documentation']
2849,"['drama', 'romance', 'crime']"
2850,"['thriller', 'action', 'drama']"
2851,"['drama', 'action', 'documentation']"
2852,['romance']
2853,"['drama', 'action']"
2854,['comedy']
2855,"['thriller', 'drama', 'romance']"
2856,"['horror', 'comedy', 'drama', 'thriller']"
2857,"['thriller', 'horror']"
2858,['comedy']
2859,"['comedy', 'music']"
2860,"['comedy', 'romance']"
2861,"['documentation', 'european']"
2862,"['comedy', 'drama']"
2863,"['thriller', 'crime', 'drama', 'european']"
2864,['comedy']
2865,"['drama', 'family', 'music', 'comedy']"
2866,"['drama', 'romance', 'comedy']"
2867,"['documentation', 'drama']"
2868,['reality']
2869,"['romance', 'comedy', 'drama']"
2870,['comedy']
2871,"['comedy', 'european']"
2872,"['animation', 'family']"
2873,"['comedy', 'european']"
2874,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']"
2875,"['comedy', 'drama']"
2876,['comedy']
2877,"['drama', 'sport', 'european']"
2878,"['drama', 'comedy']"
2879,['comedy']
2880,"['comedy', 'documentation']"
2881,['drama']
2882,['comedy']
2883,"['romance', 'comedy', 'drama']"
2884,"['drama', 'romance']"
2885,['comedy']
2886,"['drama', 'crime']"
2887,"['comedy', 'scifi', 'action', 'european']"
2888,['documentation']
2889,"['crime', 'action', 'drama']"
2890,"['drama', 'sport']"
2891,['comedy']
2892,"['comedy', 'drama']"
2893,"['family', 'fantasy', 'comedy']"
2894,"['horror', 'fantasy', 'drama', 'european']"
2895,['comedy']
2896,['comedy']
2897,"['drama', 'music', 'romance', 'european']"
2898,"['thriller', 'romance']"
2899,"['history', 'action', 'war']"
2900,['comedy']
2901,"['documentation', 'european']"
2902,"['music', 'documentation']"
2903,"['romance', 'comedy', 'music']"
2904,"['drama', 'crime']"
2905,"['drama', 'comedy', 'romance']"
2906,['drama']
2907,"['documentation', 'history', 'european']"
2908,['drama']
2909,"['comedy', 'documentation']"
2910,[]
2911,['drama']
2912,"['crime', 'action', 'comedy']"
2913,['comedy']
2914,['drama']
2915,"['drama', 'comedy', 'romance']"
2916,"['action', 'drama']"
2917,['documentation']
2918,['documentation']
2919,"['thriller', 'comedy', 'romance']"
2920,"['drama', 'thriller', 'crime']"
2921,"['drama', 'music']"
2922,"['thriller', 'action', 'drama', 'romance']"
2923,['documentation']
2924,"['horror', 'drama']"
2925,['documentation']
2926,"['comedy', 'documentation']"
2927,[]
2928,['comedy']
2929,"['thriller', 'horror']"
2930,"['drama', 'thriller', 'crime', 'documentation', 'european']"
2931,"['thriller', 'crime']"
2932,['comedy']
2933,['documentation']
2934,"['comedy', 'fantasy']"
2935,"['comedy', 'european']"
2936,['documentation']
2937,['comedy']
2938,"['animation', 'comedy']"
2939,"['comedy', 'family']"
2940,"['comedy', 'drama']"
2941,['comedy']
2942,['comedy']
2943,"['comedy', 'sport']"
2944,"['animation', 'comedy', 'family', 'fantasy']"
2945,"['thriller', 'crime']"
2946,['drama']
2947,['comedy']
2948,"['drama', 'comedy']"
2949,"['fantasy', 'drama', 'european']"
2950,['comedy']
2951,"['fantasy', 'comedy', 'family']"
2952,['reality']
2953,"['drama', 'crime']"
2954,"['drama', 'comedy']"
2955,"['romance', 'comedy', 'drama', 'european']"
2956,['reality']
2957,['reality']
2958,['drama']
2959,['comedy']
2960,"['drama', 'comedy', 'romance']"
2961,"['comedy', 'documentation']"
2962,"['comedy', 'sport', 'animation', 'action', 'family']"
2963,"['documentation', 'european']"
2964,"['drama', 'romance']"
2965,['comedy']
2966,"['action', 'comedy']"
2967,"['comedy', 'drama']"
2968,['horror']
2969,"['drama', 'comedy', 'romance']"
2970,['documentation']
2971,['comedy']
2972,"['comedy', 'documentation']"
2973,['comedy']
2974,"['comedy', 'drama', 'european']"
2975,['animation']
2976,['comedy']
2977,"['comedy', 'drama']"
2978,['drama']
2979,"['romance', 'drama', 'music', 'comedy']"
2980,['comedy']
2981,['comedy']
2982,['comedy']
2983,"['drama', 'comedy']"
2984,"['fantasy', 'comedy', 'family', 'scifi', 'animation']"
2985,"['comedy', 'drama']"
2986,"['documentation', 'sport']"
2987,"['drama', 'romance']"
2988,"['thriller', 'action', 'drama']"
2989,['reality']
2990,"['drama', 'romance', 'action']"
2991,[]
2992,['drama']
2993,['comedy']
2994,['documentation']
2995,"['drama', 'comedy', 'european']"
2996,"['comedy', 'sport']"
2997,"['drama', 'comedy']"
2998,[]
2999,"['thriller', 'action', 'crime', 'drama']"
3000,"['drama', 'romance']"
3001,['comedy']
3002,['comedy']
3003,['comedy']
3004,['comedy']
3005,"['horror', 'comedy']"
3006,"['scifi', 'action', 'comedy']"
3007,"['thriller', 'drama']"
3008,"['drama', 'comedy', 'crime', 'romance', 'action']"
3009,['comedy']
3010,"['comedy', 'documentation']"
3011,['documentation']
3012,"['comedy', 'romance']"
3013,"['fantasy', 'animation', 'action']"
3014,['thriller']
3015,['thriller']
3016,"['scifi', 'animation', 'action', 'drama']"
3017,['fantasy']
3018,"['comedy', 'documentation']"
3019,['reality']
3020,['comedy']
3021,"['fantasy', 'comedy']"
3022,"['documentation', 'european']"
3023,['comedy']
3024,"['comedy', 'european']"
3025,['comedy']
3026,"['comedy', 'drama', 'family']"
3027,"['romance', 'drama']"
3028,"['comedy', 'action', 'romance', 'family', 'drama']"
3029,['comedy']
3030,['drama']
3031,"['comedy', 'drama']"
3032,['comedy']
3033,"['comedy', 'romance']"
3034,['documentation']
3035,['comedy']
3036,[]
3037,"['drama', 'comedy']"
3038,"['family', 'comedy']"
3039,"['comedy', 'documentation']"
3040,['comedy']
3041,"['comedy', 'drama']"
3042,"['action', 'family', 'animation', 'comedy']"
3043,['drama']
3044,[]
3045,"['comedy', 'drama']"
3046,"['crime', 'comedy', 'drama', 'history', 'documentation']"
3047,"['drama', 'romance']"
3048,"['drama', 'action']"
3049,['comedy']
3050,"['documentation', 'european']"
3051,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']"
3052,"['comedy', 'family']"
3053,"['comedy', 'drama', 'family']"
3054,"['comedy', 'documentation']"
3055,['drama']
3056,"['romance', 'comedy']"
3057,['comedy']
3058,['comedy']
3059,['drama']
3060,"['comedy', 'drama']"
3061,"['drama', 'comedy', 'romance']"
3062,['drama']
3063,['comedy']
3064,['comedy']
3065,['comedy']
3066,['drama']
3067,['comedy']
3068,['animation']
3069,"['romance', 'comedy', 'drama']"
3070,['comedy']
3071,"['thriller', 'drama']"
3072,"['comedy', 'documentation']"
3073,['comedy']
3074,['comedy']
3075,"['drama', 'romance']"
3076,['comedy']
3077,['comedy']
3078,['documentation']
3079,['comedy']
3080,"['romance', 'comedy']"
3081,"['drama', 'comedy']"
3082,"['music', 'documentation']"
3083,['comedy']
3084,"['comedy', 'drama', 'sport']"
3085,['comedy']
3086,"['drama', 'family']"
3087,['drama']
3088,['comedy']
3089,['comedy']
3090,['drama']
3091,"['thriller', 'crime', 'drama']"
3092,['drama']
3093,['drama']
3094,"['drama', 'documentation']"
3095,"['comedy', 'drama']"
3096,['documentation']
3097,['comedy']
3098,['thriller']
3099,"['documentation', 'european']"
3100,['comedy']
3101,"['comedy', 'european']"
3102,"['documentation', 'drama']"
3103,"['romance', 'drama']"
3104,"['drama', 'european']"
3105,"['drama', 'comedy']"
3106,['comedy']
3107,['comedy']
3108,"['romance', 'comedy', 'family']"
3109,['comedy']
3110,['documentation']
3111,"['thriller', 'action', 'crime']"
3112,['drama']
3113,"['romance', 'comedy', 'crime']"
3114,['drama']
3115,['scifi']
3116,"['romance', 'comedy', 'drama']"
3117,"['romance', 'sport', 'comedy']"
3118,['comedy']
3119,['animation']
3120,"['drama', 'family']"
3121,"['drama', 'romance', 'comedy', 'family']"
3122,['drama']
3123,['comedy']
3124,"['romance', 'comedy']"
3125,"['drama', 'romance', 'comedy']"
3126,[]
3127,['comedy']
3128,['animation']
3129,[]
3130,"['animation', 'family']"
3131,['family']
3132,['comedy']
3133,"['drama', 'romance']"
3134,"['drama', 'comedy']"
3135,"['scifi', 'family', 'drama']"
3136,['documentation']
3137,['comedy']
3138,['drama']
3139,"['comedy', 'drama']"
3140,['comedy']
3141,"['drama', 'thriller']"
3142,['animation']
3143,[]
3144,['comedy']
3145,['comedy']
3146,"['romance', 'comedy']"
3147,['comedy']
3148,['drama']
3149,"['romance', 'drama']"
3150,"['thriller', 'drama', 'romance']"
3151,"['comedy', 'european']"
3152,[]
3153,"['comedy', 'drama', 'crime']"
3154,['comedy']
3155,"['thriller', 'action', 'romance']"
3156,"['romance', 'drama']"
3157,"['action', 'comedy']"
3158,"['drama', 'fantasy', 'scifi', 'action']"
3159,['drama']
3160,['drama']
3161,['drama']
3162,['drama']
3163,['thriller']
3164,"['comedy', 'family', 'action', 'drama']"
3165,['documentation']
3166,"['music', 'animation', 'family']"
3167,"['comedy', 'romance']"
3168,"['animation', 'family']"
3169,"['animation', 'fantasy']"
3170,"['crime', 'drama']"
3171,['documentation']
3172,['drama']
3173,"['drama', 'music', 'romance']"
3174,['animation']
3175,"['drama', 'comedy', 'romance']"
3176,['drama']
3177,['documentation']
3178,"['drama', 'comedy']"
3179,"['comedy', 'crime', 'action']"
3180,"['drama', 'romance']"
3181,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']"
3182,"['drama', 'comedy']"
3183,"['comedy', 'drama']"
3184,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']"
3185,"['comedy', 'drama', 'fantasy', 'scifi', 'action']"
3186,"['scifi', 'action', 'drama', 'fantasy', 'horror']"
3187,"['thriller', 'drama', 'horror']"
3188,"['drama', 'thriller', 'comedy', 'crime']"
3189,['comedy']
3190,"['documentation', 'sport']"
3191,"['romance', 'drama', 'european']"
3192,"['drama', 'sport']"
3193,['reality']
3194,"['drama', 'crime', 'comedy']"
3195,['comedy']
3196,"['documentation', 'history', 'sport']"
3197,"['crime', 'thriller', 'drama']"
3198,"['drama', 'comedy', 'romance']"
3199,"['drama', 'crime']"
3200,"['scifi', 'action', 'drama', 'fantasy', 'animation']"
3201,"['action', 'family', 'scifi', 'animation']"
3202,"['drama', 'romance']"
3203,"['action', 'drama', 'romance', 'thriller', 'crime']"
3204,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']"
3205,"['thriller', 'western', 'action']"
3206,['reality']
3207,"['scifi', 'thriller', 'drama']"
3208,"['drama', 'history', 'romance', 'war']"
3209,"['thriller', 'horror', 'family', 'drama', 'fantasy']"
3210,"['thriller', 'fantasy', 'drama']"
3211,"['comedy', 'drama', 'crime', 'horror', 'action']"
3212,"['crime', 'drama', 'thriller']"
3213,"['drama', 'thriller', 'crime', 'horror']"
3214,"['comedy', 'animation']"
3215,['documentation']
3216,"['drama', 'crime', 'history', 'thriller']"
3217,"['horror', 'scifi', 'thriller', 'drama']"
3218,['drama']
3219,"['drama', 'comedy', 'romance']"
3220,['drama']
3221,"['action', 'drama', 'crime', 'thriller']"
3222,"['reality', 'romance']"
3223,"['drama', 'romance', 'comedy']"
3224,"['drama', 'history', 'thriller']"
3225,"['scifi', 'drama', 'thriller']"
3226,"['drama', 'thriller', 'crime']"
3227,"['drama', 'comedy']"
3228,"['scifi', 'comedy', 'fantasy', 'animation', 'action']"
3229,"['thriller', 'drama', 'crime', 'action']"
3230,"['comedy', 'music']"
3231,"['scifi', 'drama', 'fantasy', 'thriller']"
3232,['reality']
3233,"['thriller', 'scifi', 'drama', 'crime', 'horror']"
3234,"['drama', 'romance']"
3235,"['thriller', 'crime', 'scifi']"
3236,"['action', 'drama', 'scifi', 'thriller', 'fantasy']"
3237,"['scifi', 'drama']"
3238,"['romance', 'drama', 'war']"
3239,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']"
3240,"['drama', 'documentation']"
3241,"['scifi', 'action', 'drama', 'horror', 'thriller']"
3242,['documentation']
3243,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']"
3244,"['action', 'drama', 'fantasy', 'horror', 'thriller']"
3245,"['comedy', 'drama']"
3246,"['action', 'thriller', 'comedy']"
3247,"['comedy', 'crime', 'drama', 'thriller']"
3248,"['drama', 'thriller', 'horror']"
3249,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']"
3250,"['drama', 'history', 'crime']"
3251,"['animation', 'comedy', 'family']"
3252,"['scifi', 'thriller', 'drama']"
3253,['drama']
3254,"['drama', 'comedy', 'scifi']"
3255,"['horror', 'scifi', 'thriller', 'european']"
3256,"['history', 'documentation', 'family']"
3257,"['thriller', 'crime', 'drama']"
3258,"['crime', 'documentation']"
3259,"['drama', 'war', 'history', 'documentation', 'european']"
3260,"['romance', 'comedy']"
3261,"['crime', 'drama', 'action']"
3262,"['horror', 'thriller']"
3263,"['thriller', 'crime', 'drama', 'scifi']"
3264,"['thriller', 'action', 'crime', 'drama']"
3265,"['thriller', 'drama', 'scifi']"
3266,"['drama', 'scifi', 'thriller', 'fantasy']"
3267,"['thriller', 'crime', 'drama', 'war', 'romance']"
3268,"['western', 'crime', 'thriller', 'drama']"
3269,"['action', 'drama', 'history']"
3270,"['scifi', 'thriller', 'horror', 'drama']"
3271,"['thriller', 'drama', 'horror']"
3272,"['drama', 'scifi', 'thriller', 'horror']"
3273,"['scifi', 'drama', 'romance']"
3274,"['fantasy', 'action', 'thriller']"
3275,"['drama', 'history']"
3276,['scifi']
3277,"['drama', 'action', 'history', 'war']"
3278,"['scifi', 'action', 'drama', 'fantasy']"
3279,"['thriller', 'crime', 'drama', 'action']"
3280,"['scifi', 'thriller', 'drama']"
3281,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']"
3282,"['drama', 'thriller']"
3283,"['action', 'scifi']"
3284,"['crime', 'history', 'documentation']"
3285,"['crime', 'drama', 'thriller']"
3286,"['comedy', 'drama', 'fantasy', 'scifi']"
3287,"['crime', 'documentation']"
3288,"['thriller', 'horror', 'action', 'drama']"
3289,['drama']
3290,"['fantasy', 'thriller', 'drama', 'horror']"
3291,"['comedy', 'romance', 'drama']"
3292,"['drama', 'romance']"
3293,"['comedy', 'drama']"
3294,"['scifi', 'action', 'drama', 'fantasy']"
3295,"['action', 'drama', 'fantasy', 'thriller', 'scifi']"
3296,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']"
3297,"['thriller', 'drama', 'history', 'european']"
3298,"['comedy', 'action']"
3299,['drama']
3300,"['reality', 'documentation', 'romance']"
3301,"['scifi', 'thriller', 'action', 'crime', 'drama']"
3302,"['fantasy', 'action', 'scifi', 'thriller', 'comedy']"
3303,"['comedy', 'reality']"
3304,"['scifi', 'drama', 'romance']"
3305,"['western', 'thriller', 'horror']"
3306,"['crime', 'documentation']"
3307,"['romance', 'drama']"
3308,['scifi']
3309,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']"
3310,"['comedy', 'action', 'crime', 'romance']"
3311,"['action', 'drama', 'family', 'fantasy', 'thriller']"
3312,"['thriller', 'romance', 'drama']"
3313,"['comedy', 'drama']"
3314,"['scifi', 'thriller', 'drama']"
3315,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']"
3316,"['horror', 'thriller', 'european']"
3317,"['documentation', 'crime', 'music']"
3318,['thriller']
3319,"['war', 'drama']"
3320,['documentation']
3321,"['documentation', 'sport', 'reality']"
3322,"['drama', 'history']"
3323,['thriller']
3324,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']"
3325,"['thriller', 'crime', 'drama']"
3326,"['drama', 'music']"
3327,['documentation']
3328,"['drama', 'music', 'comedy']"
3329,['drama']
3330,"['drama', 'thriller', 'action', 'crime']"
3331,"['war', 'drama']"
3332,"['drama', 'comedy']"
3333,['comedy']
3334,"['reality', 'romance']"
3335,"['thriller', 'crime', 'drama', 'romance']"
3336,"['music', 'drama']"
3337,"['crime', 'drama', 'thriller']"
3338,"['action', 'crime', 'drama', 'thriller', 'european']"
3339,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']"
3340,"['comedy', 'drama']"
3341,"['comedy', 'drama', 'music']"
3342,"['drama', 'thriller']"
3343,"['documentation', 'drama', 'thriller', 'crime']"
3344,"['horror', 'thriller', 'music', 'comedy']"
3345,['drama']
3346,"['romance', 'comedy']"
3347,"['crime', 'documentation']"
3348,"['drama', 'history']"
3349,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']"
3350,"['drama', 'thriller']"
3351,"['comedy', 'romance']"
3352,['documentation']
3353,"['scifi', 'action']"
3354,"['drama', 'comedy', 'crime', 'history']"
3355,"['drama', 'comedy', 'romance']"
3356,"['comedy', 'crime', 'drama']"
3357,"['family', 'fantasy', 'scifi', 'romance', 'animation', 'comedy']"
3358,"['drama', 'comedy', 'history']"
3359,"['drama', 'thriller']"
3360,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']"
3361,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']"
3362,"['drama', 'crime', 'thriller']"
3363,"['scifi', 'romance', 'drama']"
3364,"['drama', 'romance']"
3365,"['thriller', 'horror', 'comedy']"
3366,"['comedy', 'drama']"
3367,"['documentation', 'sport', 'reality']"
3368,"['thriller', 'european', 'drama']"
3369,"['comedy', 'romance']"
3370,"['scifi', 'action', 'crime', 'drama', 'fantasy']"
3371,"['documentation', 'history', 'war']"
3372,"['action', 'family', 'fantasy', 'animation']"
3373,"['scifi', 'animation', 'comedy', 'family']"
3374,"['thriller', 'drama', 'history']"
3375,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']"
3376,"['documentation', 'history']"
3377,['documentation']
3378,['drama']
3379,"['scifi', 'drama', 'action', 'thriller']"
3380,"['war', 'crime', 'drama', 'thriller']"
3381,"['documentation', 'history', 'reality']"
3382,"['comedy', 'drama']"
3383,['comedy']
3384,"['action', 'crime', 'thriller']"
3385,"['crime', 'documentation']"
3386,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']"
3387,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']"
3388,"['drama', 'romance']"
3389,"['drama', 'crime', 'thriller', 'action', 'comedy']"
3390,['drama']
3391,['comedy']
3392,['reality']
3393,"['comedy', 'animation', 'family', 'fantasy', 'scifi']"
3394,"['action', 'scifi']"
3395,"['comedy', 'drama', 'romance']"
3396,"['thriller', 'crime', 'reality']"
3397,"['fantasy', 'drama', 'romance']"
3398,"['documentation', 'european']"
3399,"['scifi', 'drama', 'fantasy']"
3400,"['drama', 'history']"
3401,"['thriller', 'drama']"
3402,"['thriller', 'comedy', 'crime', 'action', 'drama']"
3403,"['scifi', 'horror', 'thriller', 'action']"
3404,"['drama', 'fantasy', 'horror', 'scifi']"
3405,"['reality', 'drama']"
3406,"['reality', 'documentation', 'comedy', 'history']"
3407,"['thriller', 'drama', 'horror']"
3408,['comedy']
3409,"['documentation', 'history']"
3410,['drama']
3411,"['drama', 'music']"
3412,"['thriller', 'crime', 'drama']"
3413,['horror']
3414,"['drama', 'history', 'action']"
3415,"['drama', 'history', 'romance', 'thriller', 'war']"
3416,"['romance', 'drama']"
3417,"['documentation', 'crime', 'history']"
3418,"['drama', 'comedy', 'romance']"
3419,['documentation']
3420,"['drama', 'thriller', 'horror', 'scifi']"
3421,"['crime', 'action', 'drama', 'thriller']"
3422,"['fantasy', 'thriller', 'scifi', 'european']"
3423,"['documentation', 'drama']"
3424,"['crime', 'documentation']"
3425,"['thriller', 'crime', 'drama', 'horror']"
3426,['comedy']
3427,['drama']
3428,"['thriller', 'drama']"
3429,['scifi']
3430,"['horror', 'thriller', 'drama']"
3431,"['fantasy', 'drama', 'animation', 'romance', 'european']"
3432,"['crime', 'documentation']"
3433,['scifi']
3434,"['action', 'drama', 'crime', 'comedy']"
3435,"['comedy', 'family', 'animation', 'european']"
3436,"['action', 'comedy', 'crime', 'drama', 'animation']"
3437,"['drama', 'war']"
3438,"['comedy', 'drama']"
3439,"['drama', 'family']"
3440,"['action', 'family', 'comedy']"
3441,"['documentation', 'history']"
3442,"['drama', 'thriller', 'crime']"
3443,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
3444,"['music', 'documentation', 'history']"
3445,"['thriller', 'crime', 'action']"
3446,"['drama', 'romance', 'european']"
3447,"['thriller', 'crime', 'action']"
3448,"['crime', 'documentation']"
3449,"['reality', 'documentation']"
3450,"['thriller', 'drama', 'horror']"
3451,"['documentation', 'drama']"
3452,"['thriller', 'animation', 'fantasy', 'scifi', 'drama', 'family']"
3453,"['crime', 'documentation']"
3454,['drama']
3455,['documentation']
3456,"['war', 'thriller']"
3457,"['drama', 'comedy', 'romance']"
3458,['reality']
3459,"['western', 'drama']"
3460,['animation']
3461,['comedy']
3462,['drama']
3463,"['crime', 'drama', 'documentation']"
3464,['comedy']
3465,['comedy']
3466,"['horror', 'thriller', 'drama']"
3467,['comedy']
3468,"['drama', 'fantasy', 'thriller', 'action']"
3469,"['documentation', 'history', 'european']"
3470,"['thriller', 'drama', 'fantasy', 'horror', 'romance', 'european']"
3471,"['documentation', 'history']"
3472,"['drama', 'crime']"
